cycle_times,total_bitmap_size,total_execution_time,execution_entry_count,total_score,no_new_coverage_cycle_times,exploration_mode,last_fuzz_finds_count,last_fuzz_crash_count,last_fuzz_timeout_count,bitmap_size,program_run_time
67,17709533,82.85579872131348,62961,275831.25,0,False,545,0,0,6957,2179.131778240204
67,17748392,83.01784372329712,63086,274631.25,0,False,546,0,0,6958,2185.16392993927
67,17783936,83.17277812957764,63206,275831.25,0,False,547,0,0,6961,2190.070330619812
67,17822111,83.361074924469,63350,274931.25,0,False,548,0,0,6962,2195.5390894412994
67,17830728,83.39597201347351,63379,274931.25,0,False,549,0,0,6963,2195.7304215431213
67,17843573,83.45537829399109,63427,277331.25,0,False,550,0,0,6964,2198.8179018497467
67,17871107,83.558429479599,63511,277381.25,0,False,551,0,0,6979,2199.954303264618
67,17904939,83.70487761497498,63626,280581.25,0,False,552,0,0,6990,2200.9322214126587
67,17913592,83.73546624183655,63653,280581.25,0,False,553,0,0,6992,2201.115271091461
67,17960632,83.92545175552368,63806,286981.25,0,False,554,0,0,7030,2205.6830172538757
67,18005217,84.1049234867096,63952,287756.25,0,False,555,0,0,7035,2206.6945378780365
67,18254274,85.180837392807,64786,286956.25,0,False,556,0,0,7052,2250.400129556656
67,18310170,85.40347385406494,64962,287856.25,0,False,557,0,0,7053,2266.0493471622467
67,18345129,85.55304288864136,65083,284356.25,0,False,558,0,0,7057,2271.743570327759
67,18351153,85.5785973072052,65105,283656.25,0,False,559,0,0,7058,2271.8938298225403
68,18470016,86.10324001312256,65517,285256.25,0,False,560,0,0,7074,2290.100430250168
68,18592142,86.61673617362976,65924,283856.25,0,False,561,0,0,7075,2314.635991334915
68,18593452,86.61901187896729,65926,283856.25,0,False,562,0,0,7081,2315.4866700172424
68,18745186,87.2746651172638,66425,291481.25,0,False,563,0,0,7082,2371.341197490692
68,19139332,88.91669392585754,67707,292681.25,0,False,564,0,0,7084,2458.9759137630463
68,19326665,89.74184679985046,68339,288081.25,0,False,565,0,0,7086,2510.3925745487213
68,19345199,89.82859134674072,68404,285681.25,0,False,566,0,0,7088,2520.8727424144745
68,19346281,89.8332405090332,68408,285681.25,0,False,567,0,0,7089,2520.904745578766
68,19476554,90.40577960014343,68857,288181.25,0,False,568,0,0,7090,2555.55166888237
68,19494305,90.46895694732666,68908,289381.25,0,False,569,0,0,7098,2561.4254372119904
68,19565526,90.77348709106445,69140,291981.25,0,False,570,0,0,7099,2578.7663531303406
68,19568123,90.7863917350769,69150,291981.25,0,False,571,0,0,7100,2578.835775375366
68,19704395,91.38019824028015,69610,297381.25,0,False,572,0,0,7102,2610.4884209632874
68,19748703,91.59436440467834,69775,294881.25,0,False,573,0,0,7103,2620.9268634319305
68,19833093,91.95671558380127,70060,294481.25,0,False,574,0,0,7107,2638.735625267029
68,19863937,92.07419323921204,70150,289231.25,0,False,575,0,0,7108,2652.459234237671
68,19967631,92.5194821357727,70496,291631.25,0,False,576,0,0,7111,2674.968930721283
69,20065785,92.975093126297,70844,294031.25,0,False,577,0,0,7112,2697.1782779693604
69,20076922,93.02477478981018,70878,297231.25,0,False,578,0,0,7129,2702.8021655082703
69,20138208,93.284428358078,71081,298431.25,0,False,579,0,0,7149,2714.6860275268555
69,20224810,93.64765429496765,71359,303231.25,0,False,580,0,0,7150,2749.400179862976
69,20316641,94.03385758399963,71659,304431.25,0,False,581,0,0,7186,2767.918758869171
69,20326187,94.0725646018982,71687,304431.25,0,False,582,0,0,7187,2775.494469642639
69,20326764,94.07512617111206,71689,304431.25,0,False,583,0,0,7192,2775.823486328125
69,20389414,94.33873152732849,71888,307581.25,0,False,584,0,0,7195,2798.9843792915344
69,20481988,94.76548290252686,72204,307581.25,0,False,585,0,0,7196,2826.822287082672
69,20530075,94.98743557929993,72375,310781.25,0,False,586,0,0,7213,2840.8644206523895
69,20543293,95.03836631774902,72414,304881.25,0,False,587,0,0,7214,2846.5846145153046
69,20567413,95.13906979560852,72492,307281.25,0,False,588,0,0,7218,2853.2993307113647
69,20735704,95.83273983001709,73039,307881.25,0,False,589,0,0,7221,2888.170397043228
69,20854636,96.31883311271667,73422,308581.25,0,False,590,0,0,7224,2919.285711288452
69,20867605,96.36873054504395,73463,310181.25,0,False,591,0,0,7225,2919.560497045517
69,20922748,96.59608101844788,73644,308381.25,0,False,592,0,0,7226,2928.3608207702637
69,21142676,97.56228590011597,74381,306531.25,0,False,593,0,0,7227,2997.537927389145
69,21201221,97.81485366821289,74577,301031.25,0,False,594,0,0,7228,3013.5579962730408
69,21204913,97.83189225196838,74592,301031.25,0,False,595,0,0,7229,3013.654806613922
69,21211326,97.86072182655334,74616,303631.25,0,False,596,0,0,7232,3013.818876504898
69,21230593,97.93852066993713,74678,304831.25,0,False,597,0,0,7233,3017.490833759308
69,21281981,98.18209600448608,74867,306031.25,0,False,598,0,0,7261,3028.2478075027466
69,21359144,98.52838277816772,75141,303231.25,0,False,599,0,0,7262,3043.6678097248077
69,21443521,98.94623684883118,75466,306731.25,0,False,600,0,0,7265,3062.003812789917
69,21483120,99.13875484466553,75613,306731.25,0,False,601,0,0,7266,3072.9206976890564
69,21490546,99.17445111274719,75640,306731.25,0,False,602,0,0,7267,3078.4124557971954
70,21770131,100.37886953353882,76580,309931.25,0,False,603,0,0,7268,3152.024498462677
70,21883610,100.82679343223572,76932,312231.25,0,False,604,0,0,7272,3175.374294281006
70,21886629,100.84124803543091,76944,312231.25,0,False,605,0,0,7273,3175.453966140747
70,21891339,100.86026501655579,76959,312231.25,0,False,606,0,0,7277,3175.554801940918
70,21936650,101.06606149673462,77119,316231.25,0,False,607,0,0,7278,3189.994679927826
70,22029200,101.44352054595947,77425,317431.25,0,False,608,0,0,7281,3205.3477132320404
70,22608920,103.88115882873535,79332,316231.25,0,False,609,0,0,7284,3341.098765850067
70,22650208,104.06065225601196,79473,316806.25,0,False,610,0,0,7288,3354.359210252762
70,22656724,104.08595061302185,79492,316806.25,0,False,611,0,0,7289,3357.186693429947
70,22936638,105.31624507904053,80444,321606.25,0,False,612,0,0,7292,3426.8399789333344
70,22980891,105.51278424263,80597,316506.25,0,False,613,0,0,7293,3434.1744475364685
70,23019301,105.6664788722992,80723,318306.25,0,False,614,0,0,7299,3436.464785337448
