cycle_times,total_bitmap_size,total_execution_time,execution_entry_count,total_score,no_new_coverage_cycle_times,exploration_mode,last_fuzz_finds_count,last_fuzz_crash_count,last_fuzz_timeout_count,bitmap_size,program_run_time
417,52660050,492.05887365341187,364656,90275.0,13,True,242,10799,0,825,2366.7026946544647
420,53183299,497.6034686565399,368292,83325.0,2,False,243,10905,0,845,2391.6518902778625
420,53183442,497.6051185131073,368293,83325.0,2,False,244,10905,0,847,2391.658443927765
420,53183864,497.6089777946472,368296,83325.0,2,False,245,10906,0,850,2391.677895307541
420,53185308,497.6230788230896,368306,83325.0,2,False,246,10908,0,859,2391.7425315380096
420,53187330,497.6437723636627,368320,83325.0,2,False,247,10909,0,864,2391.83283495903
420,53187774,497.6486961841583,368323,83325.0,2,False,248,10909,0,868,2391.851856946945
420,53188789,497.65919065475464,368330,83325.0,2,False,249,10910,0,869,2391.8976109027863
420,53191920,497.6908223628998,368352,83325.0,2,False,250,10912,0,870,2392.043248653412
420,53194057,497.71294236183167,368367,83325.0,2,False,251,10915,0,874,2392.141904115677
420,53198541,497.76231503486633,368398,83325.0,2,False,252,10916,0,876,2392.342619419098
420,53200561,497.78174352645874,368412,83325.0,2,False,253,10919,0,877,2392.4305691719055
420,53201998,497.7982680797577,368422,83325.0,2,False,254,10919,0,878,2392.4968008995056
420,53219798,497.9847207069397,368546,102425.0,2,False,255,10928,0,880,2393.3054451942444
420,53227182,498.06633591651917,368597,104425.0,2,False,256,10930,0,881,2393.64550614357
420,53254733,498.35379695892334,368790,106425.0,2,False,257,10950,0,882,2394.9638872146606
420,53300223,498.8867554664612,369106,108025.0,2,False,258,10974,0,883,2397.2245151996613
420,53302003,498.9077572822571,369118,108025.0,2,False,259,10974,0,884,2397.3053011894226
425,54775369,514.9014763832092,379367,111225.0,4,False,260,11610,0,885,2466.9465157985687
433,56835635,536.9361772537231,393688,109500.0,7,False,261,12592,0,886,2563.2792875766754
444,60229606,573.2038929462433,417287,110700.0,10,False,262,14231,0,887,2721.6388289928436
448,61045891,581.8653061389923,422945,102975.0,3,False,263,14508,0,888,2760.48517036438
456,62738798,600.0211420059204,434621,96975.0,7,False,264,14955,0,889,2842.6075489521027
479,66937366,640.2435305118561,463578,93375.0,22,True,265,16147,0,890,3034.190419435501
484,67784188,647.9530279636383,469443,90925.0,4,False,266,16379,0,891,3071.1988463401794
485,68001337,650.013649225235,470955,91825.0,0,False,267,16428,0,892,3080.9717791080475
495,70086473,670.094744682312,485476,93825.0,9,False,268,16942,0,893,3175.337104320526
504,71901905,686.7861559391022,498128,94525.0,8,False,269,17342,0,951,3255.6636826992035
504,72102778,688.5772624015808,499517,94225.0,8,False,270,17367,0,952,3264.6746020317078
505,72243198,689.8907206058502,500484,96225.0,0,False,271,17408,0,959,3270.947937488556
511,73567187,701.8769552707672,509652,98625.0,5,False,272,17719,0,960,3329.73588180542
514,74256043,708.3282945156097,514434,100475.0,2,False,273,17901,0,961,3361.26384305954
514,74346501,709.1994950771332,515069,103675.0,2,False,274,17928,0,980,3365.50944852829
518,75448254,719.2294943332672,522694,106075.0,3,False,275,18155,0,982,3416.2134268283844
519,75616920,720.7181513309479,523857,109275.0,0,False,276,18196,0,983,3423.7584993839264
531,78855802,750.3235006332397,546261,110475.0,11,True,277,18847,0,984,3571.3131906986237
536,80090725,761.2751667499542,554787,103375.0,4,False,278,19119,0,990,3625.561179161072
536,80091004,761.2775890827179,554789,103375.0,4,False,279,19119,0,991,3625.5728590488434
536,80091138,761.2788808345795,554790,103375.0,4,False,280,19119,0,993,3625.5784392356873
536,80091567,761.2821907997131,554793,103375.0,4,False,281,19120,0,994,3625.595710039139
536,80092417,761.289279460907,554799,103375.0,4,False,282,19120,0,996,3625.6286885738373
536,80092989,761.2947070598602,554803,103375.0,4,False,283,19120,0,997,3625.6522018909454
536,80099500,761.3529891967773,554849,103375.0,4,False,284,19124,0,998,3625.918240070343
536,80103741,761.3913314342499,554879,103375.0,4,False,285,19126,0,999,3626.0919666290283
536,80162629,761.8998217582703,555293,111175.0,4,False,286,19153,0,1000,3628.5433156490326
537,80188722,762.138787984848,555474,112775.0,0,False,287,19163,0,1001,3629.6567113399506
537,80238190,762.588653087616,555817,114375.0,0,False,288,19183,0,1002,3631.829604625702
538,80555679,765.4884879589081,558020,115975.0,0,False,289,19271,0,1003,3645.390581846237
538,80620511,766.0623536109924,558471,117575.0,0,False,290,19299,0,1004,3648.0667054653168
539,80928474,768.7113597393036,560611,120775.0,0,False,291,19382,0,1005,3661.0368003845215
541,81420958,772.9931409358978,564042,122375.0,1,False,292,19542,0,1006,3681.900966644287
547,83551567,792.456561088562,578896,125575.0,5,False,293,20207,0,1007,3775.0677456855774
547,83640863,793.2786312103271,579522,125450.0,5,False,294,20234,0,1008,3778.9575107097626
548,83713343,793.9408478736877,580027,128650.0,0,False,295,20266,0,1009,3782.1552815437317
548,83939889,796.0950255393982,581597,131850.0,0,False,296,20332,0,1014,3792.3409028053284
548,83940031,796.0962591171265,581598,131850.0,0,False,297,20333,0,1016,3792.348250389099
548,83940173,796.0974817276001,581599,131850.0,0,False,298,20333,0,1018,3792.353957414627
